City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Bac Lieu,VN,2022-05-16 00:13:20,9.285,105.7244,83.89,77,100,8.21
296,Inirida,CO,2022-05-16 00:13:20,3.8653,-67.9239,76.44,94,94,0.54
297,Comodoro Rivadavia,AR,2022-05-16 00:13:21,-45.8667,-67.5,37.26,87,0,6.91
298,Kenai,US,2022-05-16 00:13:22,60.5544,-151.2583,55.49,35,0,10.36
299,Porto Santo,PT,2022-05-16 00:13:22,33.072,-16.3415,66.58,88,0,6.91
300,Bontang,ID,2022-05-16 00:13:23,0.1333,117.5,78.53,87,95,5.26
301,La Ronge,CA,2022-05-16 00:13:23,55.1001,-105.2842,45.19,54,98,7.63
302,Narrabri,AU,2022-05-16 00:13:24,-30.3167,149.7833,67.51,70,0,5.99
303,Elblag,PL,2022-05-16 00:13:25,54.1522,19.4088,44.98,90,8,2.39
304,Zhoucheng,CN,2022-05-16 00:13:25,35.9122,116.3117,68.79,27,0,5.32
305,Ahipara,NZ,2022-05-16 00:13:26,-35.1667,173.1667,68.16,78,46,12.3
306,Clyde River,CA,2022-05-16 00:13:27,70.4692,-68.5914,23.47,85,94,3.31
307,Porto Velho,BR,2022-05-16 00:11:12,-8.7619,-63.9039,76.66,93,100,1.95
308,Moa,CU,2022-05-16 00:13:28,20.6569,-74.9403,77.99,83,100,1.88
309,Srednekolymsk,RU,2022-05-16 00:12:21,67.45,153.6833,31.95,96,100,13.58
310,Mana,GF,2022-05-16 00:13:28,5.6592,-53.7767,78.4,91,95,8.37
311,Luderitz,NA,2022-05-16 00:13:29,-26.6481,15.1594,71.33,28,54,5.88
312,Bessonovka,RU,2022-05-16 00:13:30,53.3097,45.0407,43.32,94,57,4.92
313,Mecca,SA,2022-05-16 00:09:06,21.4267,39.8261,90.0,8,0,7.72
314,Lardos,GR,2022-05-16 00:13:31,36.0942,28.0157,67.95,78,0,10.89
315,Carutapera,BR,2022-05-16 00:13:31,-1.195,-46.02,77.68,92,73,6.85
316,Etchojoa,MX,2022-05-16 00:13:32,26.9167,-109.6333,94.26,21,83,10.09
317,Jalu,LY,2022-05-16 00:13:33,29.0331,21.5482,71.83,34,0,10.67
318,Hambantota,LK,2022-05-16 00:13:34,6.1241,81.1185,79.93,84,44,18.32
319,Lavrentiya,RU,2022-05-16 00:13:34,65.5833,-171.0,31.96,77,54,10.71
320,Nanortalik,GL,2022-05-16 00:13:35,60.1432,-45.2371,30.65,81,92,6.22
321,Montes Altos,BR,2022-05-16 00:13:35,-5.8333,-47.0667,74.52,90,100,3.0
322,Nishihara,JP,2022-05-16 00:13:36,26.1842,127.7558,65.48,94,75,14.97
323,Horsham,GB,2022-05-16 00:13:37,51.064,-0.3272,58.96,93,100,4.61
324,Olafsvik,IS,2022-05-16 00:14:37,64.8945,-23.7142,47.1,92,99,15.39
325,Leh,IN,2022-05-16 00:14:38,34.1667,77.5833,44.49,53,17,3.96
326,Vestmanna,FO,2022-05-16 00:09:48,62.1564,-7.1664,45.52,87,75,16.11
327,Victoria,HK,2022-05-16 00:14:29,22.2855,114.1577,67.32,91,100,5.99
328,Bull Savanna,JM,2022-05-16 00:14:39,17.8868,-77.5902,76.57,83,96,9.73
329,Yamada,JP,2022-05-16 00:14:40,39.4667,141.95,57.69,50,100,4.68
330,Medea,DZ,2022-05-16 00:14:40,36.2642,2.7539,66.56,47,68,5.19
331,Nizwa,OM,2022-05-16 00:14:41,22.9333,57.5333,77.63,24,0,2.98
332,Kluczbork,PL,2022-05-16 00:14:41,50.9728,18.2182,52.99,75,28,2.64
333,Port Macquarie,AU,2022-05-16 00:10:11,-31.4333,152.9167,75.88,79,87,7.92
334,Longyearbyen,SJ,2022-05-16 00:14:42,78.2186,15.6401,30.04,74,75,2.3
335,Alihe,CN,2022-05-16 00:14:43,50.5667,123.7167,49.33,28,57,8.68
336,Lac Du Bonnet,CA,2022-05-16 00:14:43,50.2536,-96.0612,44.4,68,100,11.43
337,Coquimbo,CL,2022-05-16 00:14:44,-29.9533,-71.3436,56.93,82,100,2.3
338,Nesbyen,NO,2022-05-16 00:14:44,60.5681,9.1027,45.01,81,72,3.0
339,Kemijarvi,FI,2022-05-16 00:14:45,66.7131,27.4306,37.38,95,100,4.38
340,Zharkent,KZ,2022-05-16 00:14:45,44.1628,80.0,58.98,74,56,4.59
341,Sakakah,SA,2022-05-16 00:14:46,29.9697,40.2064,75.61,30,33,10.11
342,San Andres,CO,2022-05-16 00:11:49,12.5847,-81.7006,82.42,83,75,6.91
343,Palu,ID,2022-05-16 00:14:47,-0.8917,119.8707,82.42,80,13,0.94
344,Dunmore Town,BS,2022-05-16 00:14:47,25.5,-76.65,79.79,75,34,4.45
345,Sabha,LY,2022-05-16 00:14:48,27.0377,14.4283,71.67,17,0,11.1
346,Eureka,US,2022-05-16 00:14:48,40.8021,-124.1637,70.66,70,58,7.0
347,Cherdakly,RU,2022-05-16 00:14:53,54.3594,48.845,48.24,94,100,3.42
348,Kasane,BW,2022-05-16 00:14:53,-17.8167,25.15,56.37,53,0,5.99
349,Ayorou,NE,2022-05-16 00:14:54,14.7308,0.9174,91.54,24,62,8.86
350,Souillac,MU,2022-05-16 00:14:54,-20.5167,57.5167,73.78,88,40,11.5
351,Goroka,PG,2022-05-16 00:14:55,-6.0834,145.3873,68.05,85,90,0.78
352,Sao Felix Do Xingu,BR,2022-05-16 00:12:14,-6.6447,-51.995,74.79,92,100,1.21
353,Tsiroanomandidy,MG,2022-05-16 00:14:56,-18.7667,46.0333,65.64,64,98,3.02
354,Umm Kaddadah,SD,2022-05-16 00:14:56,13.6017,26.6876,80.06,48,88,7.29
355,Sterling,US,2022-05-16 00:10:09,39.0062,-77.4286,71.6,87,75,3.44
356,Komatipoort,ZA,2022-05-16 00:14:57,-25.4332,31.9548,61.75,95,3,4.43
357,Ulladulla,AU,2022-05-16 00:14:57,-35.35,150.4667,64.76,53,0,8.03
358,Challans,FR,2022-05-16 00:14:58,46.8436,-1.8749,59.97,86,65,7.63
359,Uvira,CD,2022-05-16 00:14:59,-3.4067,29.1458,71.37,87,53,3.8
360,Elk Point,US,2022-05-16 00:14:59,42.6833,-96.6836,73.56,48,40,7.14
361,Tacoronte,ES,2022-05-16 00:15:00,28.4769,-16.4102,61.16,72,0,4.61
362,La Joya,MX,2022-05-16 00:10:24,18.6667,-99.4667,93.16,40,54,7.09
363,Hamilton,US,2022-05-16 00:14:33,39.1834,-84.5333,79.65,54,0,4.61
364,Petropavlovsk-Kamchatskiy,RU,2022-05-16 00:15:01,53.0452,158.6483,39.78,100,100,17.9
365,Bushehr,IR,2022-05-16 00:15:01,28.9684,50.8385,79.83,45,0,2.64
366,Lakatoro,VU,2022-05-16 00:15:02,-16.0999,167.4164,81.77,66,93,11.1
367,Pozo Colorado,PY,2022-05-16 00:15:02,-23.4923,-58.7972,59.79,70,0,6.04
368,Banda Aceh,ID,2022-05-16 00:15:03,5.5577,95.3222,81.05,80,98,11.52
369,Snezhnogorsk,RU,2022-05-16 00:15:03,69.1933,33.2531,36.79,83,40,9.8
370,Boyle,US,2022-05-16 00:16:04,37.6334,-84.8666,78.75,53,0,0.0
371,Hun,LY,2022-05-16 00:16:05,29.1268,15.9477,73.04,19,0,5.73
372,Metu,ET,2022-05-16 00:16:05,8.3,35.5833,58.57,97,80,2.77
373,Torbay,CA,2022-05-16 00:15:22,47.6666,-52.7314,35.28,84,75,10.0
374,Turayf,SA,2022-05-16 00:16:06,31.6725,38.6637,59.25,41,0,11.5
375,Sawtell,AU,2022-05-16 00:16:06,-30.3833,153.1,74.19,88,100,5.75
376,Wick,GB,2022-05-16 00:16:07,58.4333,-3.0833,48.25,93,20,12.66
377,Itaberaba,BR,2022-05-16 00:16:07,-12.5275,-40.3069,70.84,88,100,2.95
378,Peterhead,GB,2022-05-16 00:16:08,57.5058,-1.7981,48.6,91,51,14.14
379,Camasca,HN,2022-05-16 00:16:09,14.0,-88.3833,80.46,41,33,0.49
380,Pitea,SE,2022-05-16 00:16:09,65.3172,21.4794,42.89,74,8,9.82
381,Kerema,PG,2022-05-16 00:16:10,-7.9631,145.7785,80.74,79,71,2.35
382,Port Hedland,AU,2022-05-16 00:16:10,-20.3167,118.5667,78.85,29,40,11.5
383,Sabzevar,IR,2022-05-16 00:16:11,36.2126,57.6819,60.08,33,0,11.5
384,Lockport,US,2022-05-16 00:13:10,41.5895,-88.0578,66.0,66,100,8.05
385,Kieta,PG,2022-05-16 00:16:11,-6.2167,155.6333,84.92,68,14,3.2
386,Ankang,CN,2022-05-16 00:16:12,32.68,109.0172,59.16,63,100,2.04
387,Sao Jose Da Coroa Grande,BR,2022-05-16 00:16:12,-8.8978,-35.1478,79.07,80,100,5.93
388,Flinders,AU,2022-05-16 00:12:05,-34.5833,150.8552,70.05,78,0,5.99
389,Kungurtug,RU,2022-05-16 00:16:13,50.5994,97.5228,53.73,33,31,0.72
390,Teya,RU,2022-05-16 00:16:14,60.3778,92.6267,54.34,87,96,1.23
391,Avallon,FR,2022-05-16 00:16:14,47.4833,3.9,58.28,91,80,4.03
392,Inuvik,CA,2022-05-16 00:16:15,68.3499,-133.7218,41.76,75,75,3.44
393,Pacific Grove,US,2022-05-16 00:16:15,36.6177,-121.9166,78.55,82,40,12.66
394,Remanso,BR,2022-05-16 00:16:17,-9.6179,-42.0831,80.08,61,100,9.4
395,Barela,IN,2022-05-16 00:16:18,23.1,80.05,92.71,29,61,7.43
396,Kota Belud,MY,2022-05-16 00:16:18,6.351,116.4305,83.03,73,85,1.81
397,Lasa,IT,2022-05-16 00:16:19,46.6166,10.7002,65.28,92,97,2.08
398,Severo-Yeniseyskiy,RU,2022-05-16 00:16:19,60.3725,93.0408,51.24,81,100,2.35
399,Kodinsk,RU,2022-05-16 00:16:20,58.6881,99.1844,61.68,38,12,1.34
400,Komsomolskiy,UZ,2022-05-16 00:15:29,40.4272,71.7189,57.92,88,9,0.0
401,Catamarca,AR,2022-05-16 00:16:20,-28.4696,-65.7852,51.58,97,90,1.01
402,Ust-Ilimsk,RU,2022-05-16 00:12:15,58.0006,102.6619,61.61,40,32,2.68
403,Leningradskiy,RU,2022-05-16 00:16:21,69.3833,178.4167,26.15,76,98,2.19
404,Viedma,AR,2022-05-16 00:16:22,-40.8135,-62.9967,52.21,74,96,20.24
405,Kruisfontein,ZA,2022-05-16 00:16:22,-34.0033,24.7314,54.72,69,0,5.26
406,Salinas,US,2022-05-16 00:13:35,36.6777,-121.6555,81.57,66,40,12.66
407,Wanning,CN,2022-05-16 00:16:23,18.8003,110.3967,76.1,95,100,10.29
408,Kishtwar,IN,2022-05-16 00:16:23,33.3167,75.7667,60.66,44,51,6.04
409,Vacaria,BR,2022-05-16 00:16:24,-28.5122,-50.9339,50.2,98,95,5.88
410,Atambua,ID,2022-05-16 00:16:24,-9.1061,124.8925,77.88,76,9,3.33
411,Lamu,KE,2022-05-16 00:16:25,-2.2717,40.902,78.8,82,33,15.95
412,Vagur,FO,2022-05-16 00:16:25,61.4732,-6.8119,46.67,93,99,15.73
413,Kiama,AU,2022-05-16 00:16:26,-34.6833,150.8667,70.25,69,0,8.99
414,Verkhneuralsk,RU,2022-05-16 00:16:26,53.8769,59.2106,46.94,87,100,3.22
415,Huilong,CN,2022-05-16 00:17:27,31.8111,121.655,68.94,58,87,10.47
416,Misratah,LY,2022-05-16 00:17:27,32.3754,15.0925,71.28,53,2,10.96
417,Walvis Bay,NA,2022-05-16 00:17:28,-22.9575,14.5053,59.09,66,0,8.7
418,Artesia,US,2022-05-16 00:17:28,33.8658,-118.0831,90.72,50,0,10.36
419,Poum,NC,2022-05-16 00:17:29,-20.2333,164.0167,78.24,72,31,18.25
420,Laguna,US,2022-05-16 00:17:29,38.421,-121.4238,89.46,43,0,16.11
421,Karasburg,NA,2022-05-16 00:17:30,-28.0167,18.75,61.3,22,0,12.41
422,Union City,US,2022-05-16 00:15:35,37.5958,-122.0192,81.48,65,20,13.8
423,Kaminskiy,RU,2022-05-16 00:17:31,57.1516,41.4732,43.12,95,78,6.11
424,Sabaudia,IT,2022-05-16 00:17:31,41.3003,13.0282,66.2,93,93,5.73
425,Traian,RO,2022-05-16 00:17:32,46.6333,27.0333,58.71,63,75,4.61
426,Ancud,CL,2022-05-16 00:17:32,-41.8697,-73.8203,46.63,76,100,8.81
427,Carnarvon,AU,2022-05-16 00:15:04,-24.8667,113.6333,65.48,40,0,10.18
428,Qaqortoq,GL,2022-05-16 00:17:33,60.7167,-46.0333,31.5,74,26,2.39
429,Micoud,LC,2022-05-16 00:17:34,13.8167,-60.9,80.58,83,75,25.32
430,Miguel Auza,MX,2022-05-16 00:17:34,24.2933,-103.4503,83.43,11,3,14.25
431,Akdagmadeni,TR,2022-05-16 00:17:35,39.6603,35.8836,44.94,79,89,3.11
432,Vao,NC,2022-05-16 00:17:35,-22.6667,167.4833,74.07,72,64,15.57
433,Salamiyah,SY,2022-05-16 00:17:36,35.0113,37.0532,59.74,70,0,20.27
434,San Ramon De La Nueva Oran,AR,2022-05-16 00:17:37,-23.1322,-64.326,61.68,74,85,3.71
435,Kyren,RU,2022-05-16 00:17:37,51.6828,102.1408,62.08,27,64,2.37
436,Kamaishi,JP,2022-05-16 00:17:38,39.2667,141.8833,57.18,54,100,5.37
437,Whittlesea,ZA,2022-05-16 00:17:38,-32.1759,26.8244,47.32,79,0,1.68
438,Voh,NC,2022-05-16 00:17:39,-20.9667,164.7,82.31,56,67,6.4
439,Bielsk Podlaski,PL,2022-05-16 00:17:39,52.7651,23.1865,43.02,81,71,6.6
440,Mayna,RU,2022-05-16 00:17:40,54.1135,47.6231,42.76,93,100,7.49
441,Tigil,RU,2022-05-16 00:16:30,57.8,158.6667,48.31,62,100,10.31
442,Payo,ID,2022-05-16 00:17:40,-3.7508,103.6372,74.52,92,74,1.3
443,Madang,PG,2022-05-16 00:17:41,-5.2246,145.7966,81.79,73,93,2.66
444,Tautira,PF,2022-05-16 00:17:41,-17.7333,-149.15,80.83,73,89,13.35
445,Tefe,BR,2022-05-16 00:17:42,-3.3542,-64.7114,75.38,98,100,2.08
446,Chernyshevskiy,RU,2022-05-16 00:17:42,63.0128,112.4714,38.61,89,100,6.8
447,Kulhudhuffushi,MV,2022-05-16 00:17:43,6.6221,73.07,81.46,84,100,18.97
448,Turukhansk,RU,2022-05-16 00:17:43,65.8167,87.9833,56.05,61,97,3.4
449,Taoudenni,ML,2022-05-16 00:17:44,22.6783,-3.9836,90.01,6,53,13.62
450,Aksarka,RU,2022-05-16 00:17:44,66.5606,67.7975,44.89,90,62,10.38
451,Homer,US,2022-05-16 00:17:45,59.6425,-151.5483,55.29,51,0,10.36
452,Brejo,BR,2022-05-16 00:17:45,-3.6844,-42.7503,74.23,96,95,2.28
453,Santa Catarina De Tepehuanes,MX,2022-05-16 00:17:46,25.35,-105.7333,79.48,23,41,5.21
454,Sozimskiy,RU,2022-05-16 00:17:46,59.7418,52.2482,39.61,96,11,4.05
455,Thompson,CA,2022-05-16 00:16:40,55.7435,-97.8558,35.76,93,100,10.36
456,Johnstown,US,2022-05-16 00:16:41,40.3267,-78.922,77.79,62,0,6.91
457,Tambun,ID,2022-05-16 00:17:47,-6.2641,107.0712,85.48,82,71,1.32
458,Lagoa,PT,2022-05-16 00:17:48,39.05,-27.9833,61.11,80,84,51.52
459,Itarema,BR,2022-05-16 00:13:34,-2.9248,-39.9167,77.36,90,93,9.53
460,Kalundborg,DK,2022-05-16 00:18:48,55.6795,11.0886,51.94,75,41,4.59
461,Sao Gabriel Da Cachoeira,BR,2022-05-16 00:18:49,-0.1303,-67.0892,75.11,98,98,0.47
462,Karratha,AU,2022-05-16 00:18:49,-20.7377,116.8463,75.02,37,2,16.82
463,Coxim,BR,2022-05-16 00:18:50,-18.5067,-54.76,70.47,95,86,3.36
464,Maxixe,MZ,2022-05-16 00:18:50,-23.8597,35.3472,68.29,85,19,8.34
465,Sao Miguel Do Araguaia,BR,2022-05-16 00:18:51,-13.275,-50.1628,80.06,54,40,3.11
466,Clovis,US,2022-05-16 00:15:15,36.8252,-119.7029,94.01,27,75,18.41
467,Narsaq,GL,2022-05-16 00:18:52,60.9167,-46.05,39.42,71,20,3.67
468,Kampong Cham,KH,2022-05-16 00:18:52,11.9934,105.4635,81.36,83,100,3.31
469,Saint-Francois,FR,2022-05-16 00:18:53,46.4154,3.9054,60.67,94,79,3.44
470,Portland,US,2022-05-16 00:16:48,45.5234,-122.6762,69.53,76,75,8.01
471,Halifax,CA,2022-05-16 00:14:00,44.6453,-63.5724,47.7,93,100,5.01
472,Abu Samrah,SY,2022-05-16 00:18:54,35.3029,37.1841,60.31,71,0,17.43
473,Constitucion,CL,2022-05-16 00:14:57,-35.3333,-72.4167,55.99,58,100,3.85
474,Sinnamary,GF,2022-05-16 00:18:54,5.3833,-52.95,78.62,91,100,10.38
475,Onguday,RU,2022-05-16 00:18:55,50.75,86.15,53.78,83,100,1.74
476,Sinjar,IQ,2022-05-16 00:18:55,36.3209,41.8754,65.79,63,2,13.49
477,Ibb,YE,2022-05-16 00:16:57,13.9667,44.1833,66.29,26,0,4.09
478,Dafeng,CN,2022-05-16 00:18:56,23.4517,108.5881,61.03,86,99,7.05
479,Caravelas,BR,2022-05-16 00:18:57,-17.7125,-39.2481,74.03,77,98,5.3
480,Harper,LR,2022-05-16 00:18:57,4.375,-7.7169,79.09,87,100,7.99
481,Chara,RU,2022-05-16 00:18:57,56.9064,118.2631,43.92,73,100,7.09
482,Doha,QA,2022-05-16 00:17:20,25.2867,51.5333,82.38,49,0,9.22
483,La Roche-Sur-Yon,FR,2022-05-16 00:18:58,46.6667,-1.4333,57.47,94,71,4.61
484,San Patricio,US,2022-05-16 00:18:59,28.017,-97.5169,89.19,61,0,15.84
485,Russell,US,2022-05-16 00:18:59,32.3502,-85.1999,78.4,69,0,0.0
486,Santiago Del Estero,AR,2022-05-16 00:17:52,-27.7951,-64.2615,56.3,49,100,5.44
487,Ojinaga,MX,2022-05-16 00:19:00,29.5667,-104.4167,104.58,12,0,9.22
488,Taungdwingyi,MM,2022-05-16 00:19:01,20.0167,95.55,81.63,73,79,8.37
489,Ogbomosho,NG,2022-05-16 00:19:01,8.133,4.25,71.51,91,100,0.43
490,Nizhniy Tsasuchey,RU,2022-05-16 00:19:02,50.5167,115.1333,56.64,30,13,4.83
491,Quelimane,MZ,2022-05-16 00:16:51,-17.8786,36.8883,67.95,94,0,2.3
492,Andenes,NO,2022-05-16 00:19:02,69.3143,16.1194,37.38,87,100,18.41
493,Hofn,IS,2022-05-16 00:17:59,64.2539,-15.2082,47.64,89,100,3.47
494,Yeppoon,AU,2022-05-16 00:19:03,-23.1333,150.7333,76.78,76,51,8.23
495,Candabong,PH,2022-05-16 00:19:03,9.7343,124.5383,82.38,79,99,7.43
496,Vokhma,RU,2022-05-16 00:19:04,58.9303,46.7586,43.52,97,91,3.76
497,Belaya Gora,RU,2022-05-16 00:19:04,68.5333,146.4167,24.82,86,100,16.44
498,Riyadh,SA,2022-05-16 00:16:53,24.6877,46.7219,71.74,9,0,7.14
499,Flagstaff,US,2022-05-16 00:19:05,35.1981,-111.6513,84.09,7,0,16.11
500,Port-Gentil,GA,2022-05-16 00:14:29,-0.7193,8.7815,80.37,86,100,11.54
501,Hurghada,EG,2022-05-16 00:14:37,27.2574,33.8129,76.82,35,26,19.44
502,Sussex,US,2022-05-16 00:19:06,41.1834,-74.6663,73.53,81,100,5.75
503,Tocopilla,CL,2022-05-16 00:16:11,-22.092,-70.1979,65.14,66,74,7.67
504,Balabac,PH,2022-05-16 00:19:07,7.9868,117.0645,83.5,76,70,3.58
505,Berlevag,NO,2022-05-16 00:16:00,70.8578,29.0864,37.35,81,100,9.22
506,Smyshlyayevka,RU,2022-05-16 00:19:08,53.2391,50.3907,51.04,94,96,9.13
507,Kampot,KH,2022-05-16 00:19:08,10.6167,104.1833,78.85,81,97,6.46
508,Three Hills,CA,2022-05-16 00:19:09,51.7001,-113.2686,66.27,16,77,8.05
509,Olinda,BR,2022-05-16 00:20:09,-8.0089,-34.8553,78.53,89,75,11.5
510,Havelock,US,2022-05-16 00:20:10,34.8791,-76.9013,73.94,87,85,3.0
511,Dickinson,US,2022-05-16 00:20:10,29.4608,-95.0513,90.12,70,20,14.97
512,Huttwil,CH,2022-05-16 00:20:11,47.115,7.8621,61.21,81,99,3.36
513,Dukat,RU,2022-05-16 00:18:08,62.55,155.55,33.53,99,100,6.22
514,Skerries,IE,2022-05-16 00:20:12,53.5828,-6.1083,58.28,93,100,11.32
515,Auki,SB,2022-05-16 00:20:12,-8.7676,160.7034,85.06,67,8,3.22
516,Santa Vitoria Do Palmar,BR,2022-05-16 00:20:13,-33.5189,-53.3681,49.77,66,32,10.25
517,Zhangye,CN,2022-05-16 00:20:13,38.9342,100.4517,55.89,16,16,7.74
518,Kailua,US,2022-05-16 00:20:14,21.4022,-157.7394,80.58,68,0,12.66
519,Kurchum,KZ,2022-05-16 00:20:14,48.5722,83.6542,56.89,79,100,5.93
520,Hovd,MN,2022-05-16 00:20:15,48.0056,91.6419,60.31,22,100,3.4
521,Northam,GB,2022-05-16 00:20:15,51.0333,-4.2167,57.61,94,85,6.91
522,Entre Rios,BR,2022-05-16 00:20:16,-11.9419,-38.0844,70.45,96,50,2.51
523,Mbalmayo,CM,2022-05-16 00:20:16,3.5167,11.5,67.62,98,98,0.87
524,Sumbawanga,TZ,2022-05-16 00:20:17,-7.9667,31.6167,54.68,90,6,3.8
525,Mount Isa,AU,2022-05-16 00:20:17,-20.7333,139.5,76.77,44,0,12.66
526,Ust-Tarka,RU,2022-05-16 00:20:18,55.5672,75.705,56.95,50,87,6.85
527,Gotsu,JP,2022-05-16 00:20:18,35.0,132.2167,62.02,60,100,2.62
528,Evensk,RU,2022-05-16 00:20:19,61.95,159.2333,39.56,87,95,11.41
529,Aswan,EG,2022-05-16 00:20:20,24.0934,32.907,83.53,15,63,17.09
530,Ayan,RU,2022-05-16 00:16:41,56.45,138.1667,34.07,95,100,8.9
531,Saint Anthony,US,2022-05-16 00:20:20,45.0205,-93.218,71.65,30,40,19.57
532,High Level,CA,2022-05-16 00:20:06,58.5169,-117.136,55.51,58,75,13.8
533,Westport,US,2022-05-16 00:20:22,41.1415,-73.3579,71.89,87,0,12.66
534,Saint-Philippe,RE,2022-05-16 00:20:23,-21.3585,55.7679,67.59,86,58,11.56
535,Rio Grande,BR,2022-05-16 00:20:23,-32.035,-52.0986,51.94,71,84,10.74
536,Gat,IL,2022-05-16 00:20:24,31.61,34.7642,65.39,85,9,0.76
537,Qujing,CN,2022-05-16 00:20:24,25.4833,103.7833,48.97,90,100,1.61
538,Deputatskiy,RU,2022-05-16 00:18:06,69.3,139.9,19.6,93,100,15.39
539,Port Hardy,CA,2022-05-16 00:20:25,50.6996,-127.4199,48.2,95,100,12.5
540,Loubomo,CG,2022-05-16 00:20:26,-4.1997,12.6739,72.54,97,92,2.66
541,Kupang,ID,2022-05-16 00:20:26,-10.1667,123.5833,80.4,82,9,5.08
542,Sorong,ID,2022-05-16 00:15:46,-0.8833,131.25,80.65,80,98,7.47
543,Paraiso,CR,2022-05-16 00:20:27,9.8383,-83.8656,67.87,100,98,2.24
544,Touho,NC,2022-05-16 00:20:28,-20.7833,165.2333,75.79,79,82,16.08
545,Maracacume,BR,2022-05-16 00:20:28,-2.0428,-45.9592,75.31,94,95,3.83
546,Tazovskiy,RU,2022-05-16 00:20:29,67.4667,78.7,39.63,100,100,4.03
547,Ciudad Bolivar,VE,2022-05-16 00:20:29,8.1222,-63.5497,83.16,69,100,12.17
548,Snasa,NO,2022-05-16 00:20:30,64.2457,12.3778,36.48,99,85,7.27
549,Liseleje,DK,2022-05-16 00:20:30,56.0053,11.9483,50.18,86,22,7.65
550,Mackay,AU,2022-05-16 00:20:31,-21.15,149.2,82.69,75,0,5.37
551,Pimenteiras,BR,2022-05-16 00:20:31,-6.2453,-41.4192,75.09,76,96,2.86
552,Madinat Sittah Uktubar,EG,2022-05-16 00:20:32,29.8167,31.05,67.89,64,87,10.65
553,Rawson,AR,2022-05-16 00:20:32,-43.3002,-65.1023,49.89,71,19,12.19
554,Safaga,EG,2022-05-16 00:20:33,26.7292,33.9365,80.17,34,42,19.08
555,Divnomorskoye,RU,2022-05-16 00:20:33,44.5011,38.1353,56.46,74,16,2.64
556,Saint-Joseph,RE,2022-05-16 00:21:34,-21.3667,55.6167,66.58,83,28,10.92
557,Moindou,NC,2022-05-16 00:21:34,-21.6924,165.677,78.71,63,59,4.32
558,Kjollefjord,NO,2022-05-16 00:21:35,70.9457,27.3465,39.25,87,100,12.3
559,Oranjestad,AW,2022-05-16 00:19:57,12.524,-70.027,82.35,74,20,23.02
560,Zabaykalsk,RU,2022-05-16 00:21:35,49.6333,117.3167,57.0,28,15,8.12
561,Meulaboh,ID,2022-05-16 00:21:25,4.1363,96.1285,75.97,90,96,3.74
562,Leeton,AU,2022-05-16 00:21:36,-34.5667,146.4,58.89,66,0,7.65
563,Asosa,ET,2022-05-16 00:21:37,10.0667,34.5333,61.39,79,80,4.36
564,Coahuayana,MX,2022-05-16 00:21:37,18.7333,-103.6833,85.71,37,47,5.59
565,Belmonte,BR,2022-05-16 00:21:38,-15.8631,-38.8828,75.49,82,100,5.77
566,Isabela,PH,2022-05-16 00:21:38,6.7085,121.9711,80.65,82,76,3.65
567,Mazagao,BR,2022-05-16 00:21:39,-0.115,-51.2894,78.85,96,100,2.66
568,Aklavik,CA,2022-05-16 00:21:39,68.2191,-135.0107,32.32,100,100,7.4
569,Alghero,IT,2022-05-16 00:21:36,40.5589,8.3181,59.09,82,0,1.14
570,Bilma,NE,2022-05-16 00:21:40,18.6853,12.9164,79.72,17,0,12.44
571,Tarakan,ID,2022-05-16 00:20:15,3.3,117.6333,78.3,94,75,2.3
572,Santa Fe,AR,2022-05-16 00:19:17,-31.6333,-60.7,55.98,59,0,7.0
573,Myaundzha,RU,2022-05-16 00:21:41,63.0494,147.1858,33.3,100,100,4.85
574,Bathsheba,BB,2022-05-16 00:21:42,13.2167,-59.5167,81.21,83,75,21.85
575,Bilibino,RU,2022-05-16 00:21:42,68.0546,166.4372,31.59,91,88,4.05
576,Bathurst,AU,2022-05-16 00:21:43,-33.4166,149.5806,61.97,73,4,1.99
577,Alice Springs,AU,2022-05-16 00:21:43,-23.7,133.8833,69.22,32,40,12.66
578,Englehart,CA,2022-05-16 00:21:44,47.8169,-79.8664,77.02,49,20,6.91
579,Ola,RU,2022-05-16 00:21:45,59.5833,151.2833,41.14,83,100,25.46
580,Lyngseidet,NO,2022-05-16 00:21:45,69.5763,20.2189,37.4,99,100,10.6
581,Sarkand,KZ,2022-05-16 00:21:46,45.41,79.9186,53.44,58,2,6.44
582,Izumo,JP,2022-05-16 00:21:46,35.3667,132.7667,60.75,82,75,1.14
583,Camacha,PT,2022-05-16 00:21:47,33.0833,-16.3333,62.02,94,0,4.61
584,Salme,NP,2022-05-16 00:21:47,28.0369,85.0942,62.89,71,6,4.65
585,Najran,SA,2022-05-16 00:21:48,17.4924,44.1277,66.85,9,15,1.16
586,Calmar,CA,2022-05-16 00:21:48,53.2668,-113.8187,67.87,18,75,9.22
587,Otradnoye,RU,2022-05-16 00:21:49,59.7775,30.8181,47.03,89,41,8.66
588,Ambilobe,MG,2022-05-16 00:19:50,-13.2,49.05,68.09,87,4,2.95
589,Sitka,US,2022-05-16 00:21:53,57.0531,-135.33,55.29,44,0,13.8
590,Micheweni,TZ,2022-05-16 00:21:53,-4.9667,39.8333,77.76,82,1,12.01
591,Teguise,ES,2022-05-16 00:21:54,29.0605,-13.564,64.62,77,20,8.05
