City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
302,Gogrial,SS,8.5332,28.1004,84.18,48,94,5.84,overcast clouds
303,Samarai,PG,-10.6167,150.6667,81.77,76,24,7.14,few clouds
304,Te Anau,NZ,-45.4167,167.7167,41.47,86,12,0.58,few clouds
305,Yantal,RU,56.8471,105.2542,45.19,78,15,3.24,few clouds
306,Fairbanks,US,64.8378,-147.7164,69.3,24,0,11.5,clear sky
307,Kirakira,SB,-10.4544,161.9205,84.42,71,48,5.68,scattered clouds
308,Ovalle,CL,-30.5983,-71.2003,66.33,46,69,2.82,broken clouds
309,Balabac,PH,7.9868,117.0645,82.47,76,100,6.87,overcast clouds
310,Ipixuna,BR,-1.7625,-48.8043,73.06,95,70,3.33,moderate rain
311,Aitape,PG,-3.1374,142.3475,83.17,72,91,4.09,overcast clouds
312,Bandarbeyla,SO,9.4942,50.8122,81.25,79,79,20.38,broken clouds
313,Severo-Kurilsk,RU,50.6789,156.125,40.93,97,100,16.02,overcast clouds
314,Leningradskiy,RU,69.3833,178.4167,36.91,93,100,4.52,overcast clouds
315,Robertson,US,36.5167,-86.8667,71.58,88,100,1.01,overcast clouds
316,Hailar,CN,49.2,119.7,63.81,39,35,15.7,scattered clouds
317,Viedma,AR,-40.8135,-62.9967,57.99,41,100,13.73,overcast clouds
318,Arsenyev,RU,44.1631,133.2733,60.15,70,35,1.48,scattered clouds
319,Broome,US,42.2506,-75.833,61.92,91,100,19.57,overcast clouds
320,Podor,MR,16.6527,-14.9587,73.69,60,16,15.88,few clouds
321,Callaway,US,30.153,-85.5699,69.85,94,20,9.22,moderate rain
322,Abeche,TD,13.8292,20.8324,86.0,14,70,9.84,broken clouds
323,Whithorn,JM,18.2604,-78.0378,81.66,86,100,1.52,overcast clouds
324,High Level,CA,58.5169,-117.136,53.71,43,75,0.0,broken clouds
325,Carberry,CA,49.8689,-99.3602,61.03,42,95,10.07,overcast clouds
326,Pogar,RU,52.554,33.2591,40.32,90,70,6.78,broken clouds
327,Nantucket,US,41.2835,-70.0995,67.01,85,20,11.5,few clouds
328,Biak,ID,-0.9131,122.8766,77.27,80,94,5.01,overcast clouds
329,Antalya,TR,36.7741,30.7178,69.1,77,20,5.75,few clouds
330,Cheney,US,47.4874,-117.5758,68.29,34,40,6.91,scattered clouds
331,Port Shepstone,ZA,-30.7414,30.455,62.37,76,90,8.19,overcast clouds
332,Walvis Bay,NA,-22.9575,14.5053,65.35,29,5,11.5,clear sky
333,Jackson,US,42.4165,-122.8345,76.71,19,0,4.0,clear sky
334,Kaihua,CN,23.3687,104.28,59.56,98,100,5.23,overcast clouds
335,Manturovo,RU,58.3353,44.7619,30.96,95,96,7.56,light snow
336,Innisfail,AU,-17.5333,146.0333,74.01,82,81,6.44,broken clouds
337,Vanimo,PG,-2.6741,141.3028,81.95,78,93,5.39,overcast clouds
338,Rocha,UY,-34.4833,-54.3333,51.08,84,41,5.84,scattered clouds
339,Coro,VE,11.4045,-69.6734,80.06,72,4,21.09,clear sky
340,Malakal,SS,9.5334,31.6605,78.64,64,100,3.42,overcast clouds
341,Villacidro,IT,39.4578,8.7406,68.49,47,0,2.33,clear sky
342,Abonnema,NG,4.7084,6.7931,76.71,89,100,3.67,light rain
343,Beringovskiy,RU,63.05,179.3167,42.13,73,98,10.74,overcast clouds
344,Barao De Melgaco,BR,-16.1944,-55.9675,69.96,45,3,1.9,clear sky
345,Tupik,RU,54.4253,119.9327,44.37,84,100,7.14,overcast clouds
346,Reading,GB,51.4562,-0.9711,58.86,72,20,3.44,few clouds
